KIC,Teff_spec,e_Teff_spec,[M/H],e_[M/H],Dnu,e_Dnu,ra,ra_error,dec,dec_error,parallax,parallax_error,phot_bp_mean_mag,phot_rp_mean_mag,phot_g_mean_mag,astrometric_params_solved,nu_eff_used_in_astrometry,pseudocolour,ecl_lat,j_m,j_msigcom,h_m,h_msigcom,k_m,k_msigcom,rpgeo,ebv,phot_g_mean_mag_corr,logg,Teff,e_Teff,luminosity,e_luminosity,numax_yu,e_numax_yu,numax,e_numax
10427256,5033.339,100,-0.34046155,0.06,12.662,0.034,299.2908535250872,0.00894594,47.57823196651784,0.010179702,0.7250927134472135,0.010266826,13.553554,12.284006,12.994436,31,1.4599946,,65.68713605608603,11.36,0.026,10.857,0.029,10.738,0.02,1342.27417,0.22999999,12.994436,3.1007684579301267,5114,100,14.748081145512757,0.7422219379811468,152.37,0.81,152.36423036871383,0.623760269604368
10428163,4802.187,100,-0.23890156,0.06,12.345,0.036,299.5526050548943,0.008572738,47.56361707466413,0.009541626,0.7630009260750438,0.009938433,13.699222,12.333647,13.084755,31,1.4408906,,65.59060782415798,11.391,0.027,10.735,0.031,10.629,0.018,1266.58557,0.21,13.084755,3.069926047789917,4832,100,12.134120652612784,0.5876335149254306,145.3,0.67,143.24428102184592,0.494555695306819
10448025,4899.9116,100,0.02452145,0.06,10.197,0.015,280.56174002510977,0.008430626,47.67732517878279,0.008984382,0.8156411247738644,0.00930656,12.540139,11.338369,12.015582,31,1.470891,,70.32910856493993,10.476,0.02,9.981,0.022,9.86,0.011,1194.27234,0.089999996,12.015582,3.012233193924408,4926,100,22.240118360638263,0.955783155626138,125.95,1.3,123.00654219962414,0.988847570122739
10449846,4722.7544,100,0.29796845,0.06,14.364,0.057,281.72421013227057,0.008602919,47.659854141721546,0.009194964,1.2755907968382134,0.009777362,12.422406,11.157024,11.861135,31,1.4581044,,70.13416972301698,10.27,0.021,9.723,0.02,9.624,0.011,765.650391,0.049999997,11.861135,3.1781964295428384,4743,100,10.05200251627893,0.3795409726624532,188.0,0.94,182.45136490288905,0.733599938106327
10451228,4738.4478,100,-0.68943155,0.06,4.98,0.014,282.54962215877185,0.009960396,47.60821923976278,0.011272301,0.7379233874240537,0.011345034,12.160233,10.954161,11.636946,31,1.4730694,,69.94783516054824,10.056,0.022,9.521,0.02,9.428,0.011,1299.85413,0.07,11.636946,2.5433480332594516,4812,100,36.6814394750207,1.8428166661118792,43.51,0.47,42.6801570784654,0.317516789081654
10453652,4676.9556,100,-0.04497055,0.06,4.582,0.009,283.915813735116,0.00907763,47.694206229314425,0.009321728,0.6995785897375273,0.009827428,12.071732,10.793424,11.5048895,31,1.456503,,69.78729058299203,9.854,0.021,9.328,0.018,9.188,0.013,1367.35706,0.04,11.5048895,2.5371045717892984,4646,100,45.328323007544455,2.151870373420966,43.17,0.6,42.23151116056444,0.464150613439845
10459696,4633.5034,100,0.15681845,0.06,5.865,0.012,287.0880651511302,0.008953328,47.65489820244724,0.009835375,1.0904551998999763,0.010064843,11.624436,10.339303,11.052134,31,1.4535902,,69.10313505644271,9.435,0.022,8.853,0.033,8.729,0.011,895.311035,0.07,11.052134,2.6886295014707877,4705,100,30.796707613533258,1.2471176980488163,61.48,0.54,60.54142431000062,0.3654459212671
10459794,4674.6606,100,-0.034704547,0.06,4.808,0.011,287.1383416038907,0.008587912,47.63714635355073,0.009509078,0.5530116902901834,0.009534539,12.626764,11.35227,12.061057,31,1.4565064,,69.07525673435318,10.401,0.022,9.875,0.019,9.736,0.011,1754.24792,0.08,12.061057,2.568427510418419,4719,100,47.62203944606058,2.592687267574746,46.41,0.62,45.47309048781165,0.461877566058749
10459809,4681.45,100,-0.37548155,0.06,4.511,0.025,287.1477340755304,0.010125684,47.681882629431904,0.010950638,0.3826593717291618,0.011300846,13.460166,12.214001,12.912018,31,1.4634616,,69.11543004561966,11.278,0.023,10.758,0.021,10.632,0.011,2543.59375,0.08,12.912018,2.5200745290961217,4761,100,44.75379926254564,3.640159234962656,41.49,0.76,39.84337321721503,0.527221778364934
10471628,4801.5776,100,-0.19363154,0.06,8.569,0.02,292.3846300156982,0.009590356,47.62475781544662,0.01001977,0.610423310590384,0.010342474,13.329977,12.065739,12.772581,31,1.4598901,,67.77117880363893,11.127,0.021,10.609,0.017,10.471,0.014,1615.71423,0.06,12.772581,2.8750872438294945,4703,100,20.084296680590803,1.0828516317780146,92.78,0.64,91.55881034853344,0.435159386405921
10472318,4758.8633,100,0.30930844,0.06,11.621,0.014,292.684492575158,0.0082613565,47.67623428032124,0.007985994,0.9502631074242268,0.008759969,12.849755,11.553184,12.269888,95,,1.4543209,67.73695675903006,10.614,0.025,10.098,0.017,9.969,0.016,1042.09814,0.089999996,12.269888,3.0623325128994012,4756,100,13.76727979601722,0.5772795712171108,143.43,0.73,142.57580879708829,0.544190912112771
10473363,4625.473,100,-0.36660156,0.06,5.809,0.021,293.0852636257058,0.009587406,47.621819496309605,0.009204315,0.4350566670959129,0.009959164,13.85821,12.515735,13.256017,31,1.4452666,,67.57738891135969,11.549,0.02,10.971,0.019,10.853,0.023,2170.76099,0.12,13.256017,2.640276298041647,4686,100,25.7996743638447,1.6568529376461534,55.05,0.69,54.20866828322861,0.452831609648576
10473692,4728.9487,100,-0.04128555,0.06,8.64,0.017,293.22195000769443,0.021329105,47.61940785452594,0.02103529,1.0359217207716949,0.022671804,12.15525,10.90153,11.602071,31,1.4608796,,67.53744287591923,9.999,0.018,9.463,0.017,9.371,0.02,936.298462,0.07,11.602071,2.873739113369311,4773,100,19.201394386926708,1.2099562152441443,93.2,0.61,92.33980556905595,0.465684861864177
10480806,4767.789,100,-0.052485548,0.06,6.5,0.014,295.7579133098113,0.014526538,47.690641917460844,0.01596067,1.2039704699007256,0.016409306,11.328446,10.096967,10.788269,31,1.4652334,,66.87490370856911,9.225,0.021,8.673,0.02,8.555,0.014,815.919067,0.049999997,10.788269,2.739756410177083,4760,100,31.33082568569067,1.5297245230589738,68.18,1.47,65.36097159183929,0.792530988192147
10483504,4971.5596,100,-0.17724155,0.06,8.639,0.012,296.641341233362,0.009534283,47.65689212671232,0.00932493,0.8320726173179035,0.010446489,12.118074,10.94974,11.613168,31,1.4787253,,66.58026693933479,10.091,0.02,9.577,0.018,9.519,0.012,1148.3905,0.089999996,11.613168,2.9359213101296735,4971,100,29.15117431101677,1.2987154112695602,104.89,0.8,101.17685515599214,0.690197146545167
10485557,4468.717,100,0.38348845,0.06,5.253,0.015,297.2337045452604,0.008862881,47.648763345555366,0.00952933,0.4727428194865772,0.0100064445,13.814561,12.337671,13.130157,31,1.4203035,,66.39278601346942,11.245,0.019,10.655,0.017,10.509,0.016,1994.36609,0.07,13.130157,2.6034177047410996,4402,100,24.768837248956288,1.4967956909337143,51.45,0.66,50.71318133394067,0.407712419840051
10485765,4793.777,100,-0.089726545,0.06,6.147,0.016,297.2932047771756,0.008280482,47.620864315375314,0.009654201,0.8435969937950414,0.009836209,12.015965,10.76603,11.465243,31,1.461661,,66.34970907247774,9.841,0.021,9.326,0.017,9.201,0.014,1142.12585,0.07,11.465243,2.7154907862378908,4757,100,33.602494820366964,1.477698818213618,64.3,0.77,62.60181035814961,0.578110074014524
10492224,4827.097,100,-0.39153156,0.06,4.295,0.017,299.0841955827101,0.008421429,47.66331937068391,0.009177808,0.5312263397061129,0.009455765,13.009787,11.621391,12.383059,31,1.4376848,,65.82793737188186,10.619,0.027,9.995,0.034,9.918,0.02,1869.72937,0.19,12.383059,2.506807984962901,4735,100,47.408510765715654,2.743934030706079,39.63,0.75,38.64807148886278,0.491318380050228
10513837,4932.589,100,0.01894845,0.06,14.673,0.064,280.8679629269679,0.011183098,47.70362889589489,0.01079097,3.77919399349324,0.011450256,9.697347,8.560818,9.209995,31,1.4865267,,70.30950481074542,7.738,0.026,7.264,0.034,7.181,0.024,263.709351,0.01,9.209995,3.2021746252573164,4887,100,12.043223634900734,0.4348366348466346,194.4,1.28,194.28423135177567,1.05571415122277
10515651,4947.2627,100,-0.21885155,0.06,13.129,0.018,282.10954157032285,0.010600295,47.7872085788721,0.011529447,0.7146421790530894,0.012097361,13.29395,12.135571,12.794385,31,1.4810259,,70.19498793769071,11.254,0.021,10.774,0.02,10.708,0.011,1373.03638,0.08,12.794385,3.1146729457877433,4961,100,13.803424473686158,0.7444978454156583,158.69,0.9,158.44357379911932,0.676928718630062
10524715,4867.9263,100,-0.25490156,0.06,6.295,0.016,287.17425605006105,0.008292084,47.717585784731966,0.009201176,0.8549078658999272,0.009466237,11.786293,10.618119,11.281314,31,1.4781821,,69.14325961715856,9.735,0.021,9.244,0.02,9.153,0.011,1127.58667,0.04,11.281314,2.7185536180530483,4839,100,35.51497216803925,1.5114366767618534,64.26,0.54,62.07127423996329,0.587429675937129
10525595,4930.576,100,-0.041483548,0.06,9.453,0.016,287.6494537798965,0.009209535,47.73242001180719,0.008810657,1.0820413954784092,0.009576145,11.650989,10.5114975,11.160909,31,1.4836322,,69.05060028494229,9.708,0.021,9.223,0.02,9.107,0.011,896.697327,0.049999997,11.160909,2.979268081188732,4965,100,25.266062481862104,0.9932373737446696,116.38,0.89,115.50012007728758,1.00165226886974
10529006,4669.2725,100,0.049988452,0.06,5.021,0.012,289.3276305590427,0.008660988,47.77854843799075,0.008549984,0.4810178870443329,0.009242175,13.1403055,11.843747,12.562352,31,1.4521878,,68.69894433178773,10.858,0.023,10.324,0.018,10.21,0.011,2047.18103,0.07,12.562352,2.59069670696599,4657,100,39.816737600909846,2.3586178630351213,48.88,0.79,47.802133582396095,0.49140225594514
10532670,4689.5566,100,0.00350185,0.06,5.472,0.018,290.8318530602698,0.008690396,47.77497029828029,0.008349404,0.4170379537442458,0.009153375,13.654512,12.321992,13.055648,31,1.4460081,,68.31880995117302,11.356,0.025,10.776,0.017,10.673,0.014,2282.64429,0.11,13.055648,2.635061370420537,4690,100,33.36123643215909,2.1363558547315993,54.02,0.4,53.25437905219177,0.321295496116674
10534826,4511.953,100,0.080876455,0.06,3.202,0.018,291.7631644150169,0.009313487,47.78342306129721,0.009980087,0.4890083184663417,0.010048267,12.704498,11.303255,12.066097,31,1.4325193,,68.08311534834557,10.277,0.021,9.661,0.017,9.533,0.017,1991.38379,0.089999996,12.066097,2.3310805138197317,4516,100,65.58131294163977,4.002381096718274,27.35,0.5,26.95434946113374,0.315977132696813
10537820,4808.9565,100,-0.00027,0.06,13.1,0.019,293.0076367529322,0.008197875,47.712583820909565,0.0091962125,0.9092199999700896,0.009327432,13.095468,11.861064,12.553579,31,1.4648894,,67.68159740485605,10.996,0.021,10.431,0.017,10.321,0.015,1087.37366,0.06,12.553579,3.1088441696879228,4786,100,10.853609252669235,0.4527882764232069,158.81,0.87,158.31460785699977,0.585428897849493
10545089,4717.9443,100,0.34225845,0.06,10.499,0.016,295.69111928680974,0.011528553,47.74359443056101,0.012676802,0.7575619700177818,0.012840317,13.478433,12.156179,12.884971,31,1.4466304,,66.9422319921814,11.201,0.019,10.646,0.018,10.521,0.014,1303.14282,0.08,12.884971,2.9970287960904214,4677,100,12.293860753652428,0.6563282660722667,123.94,0.87,122.66429157506208,0.581595269386086
10546977,4674.1685,100,-0.058332548,0.06,4.381,0.012,296.3410592591968,0.011238961,47.794888630134,0.011425682,0.7191065839300294,0.011724535,11.874471,10.581899,11.298662,31,1.4537942,,66.79417915025466,9.627,0.019,9.075,0.017,8.935,0.014,1335.53992,0.08,11.298662,2.532830778313479,4682,100,56.52652505248926,2.8910981463849303,42.76,0.42,42.1883581561851,0.306616971028279
10547370,4531.123,100,0.02777045,0.06,4.403,0.017,296.47295502449134,0.009186856,47.75207553535751,0.01069795,0.4505817597997371,0.010677804,13.398299,12.018681,12.782213,31,1.4370387,,66.71617382056759,10.976,0.021,10.428,0.017,10.273,0.014,2170.51685,0.099999994,12.782213,2.4927390113095873,4566,100,41.02502439442902,2.800028713624087,39.6,0.54,38.893509355099894,0.42323050286314
10547575,4559.8496,100,0.29382846,0.06,6.05,0.012,296.53882927335604,0.009604352,47.762611508051776,0.010214808,0.5683837686893618,0.010736906,13.306376,11.906876,12.667135,31,1.4335252,,66.70570355611872,10.914,0.021,10.316,0.017,10.184,0.016,1736.19543,0.0708761,12.667135,2.6840183049719375,4531,100,27.348826204493054,1.7598894517024632,61.32,0.53,60.372567053589634,0.417931609395723
10547905,5011.8076,100,0.01640145,0.06,10.044,0.018,296.64883606464474,0.009922416,47.73489325120691,0.010755871,0.5287409643246468,0.011287703,13.24223,12.082913,12.740311,31,1.4796232,,66.64767953008885,11.231,0.022,10.74,0.019,10.678,0.012,1861.93616,0.049999997,12.740311,3.035797790215625,4918,100,24.558609372829604,1.554930549027052,131.48,1.23,128.7284252008211,0.975005932770059
10548201,4873.0244,100,-0.33073154,0.06,5.842,0.019,296.7397087611417,0.007454121,47.74415025780081,0.008474321,0.5617357580878677,0.008795042,12.774769,11.577826,12.254481,31,1.47343,,66.62840422223616,10.703,0.022,10.168,0.021,10.057,0.012,1757.00989,0.07,12.254481,2.6897146646113623,4842,100,38.17000716977394,1.973662815970968,60.1,0.83,58.89079507991503,0.488556863531193
10548319,5086.638,100,-0.14609155,0.06,16.31,0.029,296.77412217094934,0.011354468,47.73212860732704,0.012485731,0.9293734844118996,0.013263784,12.523135,11.444538,12.066384,31,1.4980361,,66.60723263651931,10.672,0.023,10.215,0.021,10.124,0.012,1052.29126,0.07,12.066384,3.2785100163386858,5150,100,15.33673617965724,0.7556489324695272,228.22,1.55,230.22612950300692,1.16177181803821
10548741,4715.777,100,0.037325453,0.06,6.834,0.013,296.88990342105404,0.009483375,47.71525080879183,0.010343404,0.583627841867596,0.010796895,13.274822,11.972466,12.693124,31,1.4521224,,66.55698876278521,11.081,0.022,10.468,0.017,10.344,0.016,1685.17871,0.049999997,12.693124,2.753628087906391,4640,100,23.6420646680686,1.3592547529144436,70.78,0.53,69.94108105183895,0.383983290999607
10549732,4598.597,100,0.065660454,0.06,5.193,0.013,297.1649909140699,0.012041177,47.76785453031549,0.013787711,0.45331542630881,0.014594175,13.489849,12.131009,12.876094,31,1.4409435,,66.5198712658033,11.141,0.021,10.542,0.017,10.42,0.016,2181.05762,0.11,12.876094,2.5829194394808894,4630,100,36.50272835865299,3.2287586615821304,48.38,0.39,47.50384246888269,0.409106120582257
10550170,4609.7715,100,0.27361846,0.06,6.281,0.016,297.2819005108663,0.00876597,47.73910168417683,0.00895575,0.6288161025410959,0.009489034,13.154043,11.755779,12.516644,31,1.4328883,,66.45843035150433,10.741,0.021,10.165,0.017,10.032,0.014,1573.76416,0.089999996,12.516644,2.7085422640050414,4560,100,26.19049149803822,1.3382363541405429,64.53,0.51,63.57797286765029,0.388549852283788
10550429,4904.038,100,0.05825845,0.06,10.692,0.014,297.3453586307224,0.047854636,47.782870969726886,0.04938983,2.5560006078203648,0.051693834,10.066316,8.91581,9.573994,31,1.4829036,,66.47785660172251,8.074,0.019,7.6,0.016,7.498,0.017,387.705536,0.01,9.573994,3.033482118228528,4847,100,19.24382546547716,1.192919402779374,132.21,1.19,128.90238484582284,0.954052325956558
10552202,4786.189,100,-0.5077115,0.06,4.355,0.014,297.85361293747764,0.008744231,47.708482456711536,0.009291348,0.5967291998594356,0.009671144,12.127322,10.962878,11.62749,31,1.4807706,,66.25468895226254,10.099,0.02,9.586,0.016,9.472,0.017,1584.12268,0.08,11.62749,2.4944222871887716,4919,100,55.68863885448312,2.8288028168008097,38.68,0.37,38.14677333412437,0.344801895568511
10552527,4694.041,100,-0.02282755,0.06,4.998,0.011,297.9425859093829,0.012964569,47.79188927701474,0.013310987,0.3827244648308776,0.0141126,13.561148,12.208628,12.951798,31,1.4427171,,66.30095695819604,11.224,0.021,10.653,0.017,10.517,0.016,2530.33398,0.12,12.951798,2.586391637751007,4669,100,46.862984721371575,4.573939931424299,48.27,0.57,47.52475133111261,0.403994723067302
10552929,4754.916,100,-0.19590154,0.06,4.514,0.015,298.0594655764981,0.009547438,47.72484450365399,0.010272586,0.3092685070340614,0.011343316,13.880032,12.548476,13.283924,31,1.446935,,66.20511914898702,11.559,0.021,10.995,0.018,10.878,0.016,2976.44897,0.14,13.283924,2.5489650006742797,4730,100,49.25028650145184,4.587397793513631,44.0,0.63,42.75626694618326,0.337948843504577
10553525,4733.61,100,-0.29919153,0.06,7.51,0.015,298.23518181887545,0.0095849605,47.79191241664034,0.010364374,0.610824977734883,0.011405105,13.374596,12.069963,12.7965145,31,1.4530146,,66.20954578883195,11.101,0.021,10.546,0.018,10.429,0.016,1609.32703,0.099999994,12.7965145,2.7905199478497456,4698,100,21.118641809430713,1.2138194136633125,76.91,0.69,75.4496798198918,0.608877921305853
10555025,4734.864,100,-0.16104154,0.06,4.878,0.017,298.67391527429976,0.009549729,47.7812706297678,0.010105574,0.457428742422242,0.010668692,13.42594,12.031988,12.794339,31,1.4364434,,66.06205014960139,11.031,0.026,10.409,0.03,10.247,0.018,2140.05933,0.19,12.794339,2.5620329769438355,4710,100,45.75363604898875,3.149170121055125,45.44,0.68,45.11341088645975,0.482420704964805
10581491,4819.0894,100,0.10593845,0.06,17.393,0.02,282.7922749510949,0.009328146,47.80382480157715,0.009101096,1.1037483157306691,0.009776578,13.071173,11.805703,12.511603,31,1.4589132,,70.09525369831161,10.934,0.021,10.392,0.018,10.276,0.019,898.765259,0.089999996,12.511603,3.2732556956987864,4829,100,8.072132881646075,0.3196048809264455,231.65,1.36,231.60476489376168,0.914062424172817
10586902,4682.3,100,-0.35193154,0.06,4.982,0.014,285.7964852462288,0.0089081265,47.89834109827617,0.009795858,0.6299084323519527,0.010041205,12.528305,11.32409,12.004266,31,1.4709213,,69.61101623202744,10.408,0.023,9.861,0.027,9.775,0.02,1542.84949,0.049999997,12.004266,2.556635851128438,4759,100,35.92009442027455,1.8706584372677817,45.13,0.39,44.423252252619434,0.286246504392356
10587702,4591.7954,100,0.061413452,0.06,4.892,0.011,286.19182379898814,0.020617755,47.89911747257234,0.021297477,0.6988903540350194,0.022819677,12.402518,11.072843,11.805493,31,1.4458318,,69.52852988932887,10.103,0.023,9.552,0.02,9.408,0.014,1366.80676,0.03,11.805493,2.5652917101293524,4547,100,34.91419930243317,3.0675486240387357,46.49,0.4,45.82127453985208,0.306114496820605
10591093,4995.0474,100,-0.10431155,0.06,12.683,0.015,288.03294997030275,0.012127054,47.883060559723305,0.012336575,0.8648613093435557,0.013639318,12.614904,11.494974,12.135288,31,1.4882027,,69.10429583835982,10.672,0.021,10.192,0.021,10.114,0.011,1135.6272,0.04,12.135288,3.132006839102365,4967,100,16.118078576210664,0.8437031417837586,164.36,1.65,160.26428207032143,1.33274080410286
10592924,4850.0767,100,-0.30051154,0.06,5.408,0.011,288.9039050241003,0.012077844,47.89187598513448,0.012843035,0.5806466017612789,0.013431794,12.2115965,11.028901,11.698746,31,1.4760158,,68.90713273355324,10.138,0.022,9.626,0.019,9.532,0.011,1627.46594,0.06,11.698746,2.6294778859773627,4844,100,52.95367204412174,3.463311157241467,52.44,0.64,51.31618913280589,0.541230829742042
10593078,4873.8906,100,0.17625844,0.06,15.284,0.037,288.9700075209666,0.009451338,47.840471926655,0.010068334,1.365146727130976,0.01019243,12.072075,10.886569,11.555657,31,1.4736899,,68.84325532239697,10.01,0.023,9.56,0.019,9.436,0.011,714.957336,0.02,11.555657,3.220721792703971,4818,100,10.830646448077529,0.4161227101086391,204.1,1.29,204.3799422786499,1.45204036713774
10593088,4838.259,100,-0.32180154,0.06,7.083,0.026,288.9718597629755,0.008349924,47.8267911431838,0.008865392,0.6903389080892951,0.009204914,12.685816,11.5068035,12.175496,31,1.4765118,,68.83003686598688,10.638,0.021,10.139,0.017,10.05,0.014,1422.97693,0.049999997,12.175496,2.771953406428176,4855,100,25.40471559414329,1.1924230099169115,72.89,0.63,70.85708866773359,0.484903704978219
10597648,4428.423,100,0.34123844,0.06,3.944,0.012,290.90653075408164,0.007949825,47.88013677840261,0.007890127,1.112639771657927,0.008466032,11.468475,10.021656,10.801427,31,1.4248643,,68.39664116641548,9.005,0.027,8.383,0.017,8.233,0.014,882.978333,0.08,10.801427,2.4398041797428403,4471,100,41.15457510207558,1.6769388551628452,35.46,0.3,35.040859854938724,0.228101341061584
10599101,4673.371,100,-0.36224154,0.06,7.041,0.015,291.50972168256584,0.011276434,47.86904938850193,0.011860083,0.5476956385039405,0.01225608,13.5435915,12.289769,12.992014,31,1.4621601,,68.22888108581223,11.336,0.019,10.818,0.017,10.701,0.012,1756.802,0.089999996,12.992014,2.745424752240602,4764,100,20.505382591254556,1.3162148504716915,69.77,0.62,69.05452367152533,0.440914471309309
10602015,4936.2285,100,0.06615445,0.06,14.26,0.03,292.6705909956184,0.009328395,47.88708474817495,0.0101724025,1.564358004917723,0.010232194,11.688619,10.524403,11.1855345,31,1.4783205,,67.93339739838648,9.668,0.039,9.192,0.039,9.096,0.031,628.173157,0.049999997,11.1855345,3.177440235119415,4911,100,12.095097446717414,0.5719773229814429,183.57,1.17,182.6572949124245,1.05679466870158
10602372,4674.097,100,0.37339845,0.06,8.143,0.017,292.818668886302,0.01221432,47.89329608396187,0.012751752,0.6072939461356712,0.013381874,13.32879,11.981995,12.721269,31,1.4421719,,67.89844870849282,10.972,0.02,10.405,0.017,10.312,0.016,1622.4834,0.08,12.721269,2.8749176136847874,4614,100,22.322081811811632,1.4419955674842075,94.0,0.67,92.96688317160697,0.544432942942868
10604054,4565.8975,100,0.20848845,0.06,6.08,0.01,293.4972567463328,0.008932973,47.82769105911967,0.009710619,0.6984976527050707,0.010049506,12.995158,11.605479,12.36249,31,1.4343055,,67.65042584909784,10.603,0.021,10.006,0.018,9.879,0.014,1416.40088,0.099999994,12.36249,2.6818913985396775,4581,100,25.15889810112661,1.2326795728858515,60.98,0.73,59.95992762189108,0.4173429544299
10604435,4620.751,100,0.17185844,0.06,5.982,0.018,293.6534128962254,0.009619951,47.81571072274671,0.009891309,0.4475820265203439,0.010676376,13.737101,12.368679,13.116481,31,1.4391704,,67.59572544759592,11.372,0.019,10.795,0.017,10.661,0.014,2122.20752,0.089999996,13.116481,2.685622617101405,4594,100,27.16874996336456,1.795132274601146,61.14,0.67,59.64561420874301,0.5663043483585
10610250,4682.264,100,0.18235846,0.06,12.552,0.027,295.74434808118446,0.0095997015,47.84303574335644,0.010884832,1.5413178078328624,0.010775543,11.99228,10.717691,11.425927,31,1.4567527,,67.01567899086442,9.816,0.021,9.27,0.018,9.157,0.016,636.027893,0.03,11.425927,3.088899223851295,4675,100,10.227822262730124,0.3776968428099883,153.72,0.62,152.8124397123275,0.606681918139862
10610275,4629.166,100,-0.43231153,0.06,2.935,0.021,295.75396961447734,0.010311997,47.896777044643976,0.010744706,0.3096189338569514,0.010980396,13.394613,12.068433,12.801653,31,1.4485794,,67.06100114219336,11.087,0.021,10.472,0.018,10.374,0.016,3079.81641,0.089999996,12.801653,2.264430832022544,4615,100,79.90434449068803,7.556570862810126,23.16,0.43,22.69773212494068,0.255666832155749
10611263,4782.545,100,0.18128845,0.06,11.603,0.02,296.0675485284423,0.011408232,47.80608268013946,0.011387912,0.7098359603316278,0.012376595,13.460957,12.17681,12.889576,31,1.454432,,66.88624525576294,11.268,0.023,10.697,0.019,10.583,0.014,1383.90161,0.11,12.889576,3.0561743116780513,4800,100,14.30147043638382,0.795685605574465,141.06,0.8,140.12475576216826,0.668445933154357
10614003,4910.6377,100,0.048614454,0.06,10.456,0.015,296.9248840776533,0.009898868,47.827760973573845,0.009602002,0.7435474505892553,0.010621888,12.928001,11.674005,12.37437,31,1.4618067,,66.64661838164218,10.781,0.022,10.273,0.018,10.143,0.017,1324.44519,0.08,12.37437,3.024477683667135,4811,100,19.755586056801185,0.9701883407825296,129.41,1.07,127.3465201657364,1.03718996305652
10616364,4936.5273,100,-0.23652154,0.06,9.159,0.016,297.5977440027516,0.011518262,47.85573250957905,0.012653615,0.5583652734742935,0.012968054,13.470344,12.251988,12.938177,31,1.469064,,66.4646674854702,11.394,0.022,10.844,0.018,10.762,0.016,1743.42383,0.12,12.938177,2.9330172457440904,4950,100,21.189898665751116,1.4236675114509083,104.56,0.67,103.33896869519384,0.510805064965224
10645209,5107.7354,100,-0.17230155,0.06,13.954,0.024,281.51622869329424,0.008044658,47.92029283348043,0.009168268,0.8234174652599322,0.008872478,12.682335,11.6026945,12.224157,31,1.4963005,,70.42033684866185,10.816,0.023,10.371,0.018,10.301,0.011,1196.85193,0.06,12.224157,3.207242012105078,5125,100,16.556132655964866,0.7184594979496968,193.28,1.31,193.57466434550537,0.995037971345985
10652469,4616.6074,100,-0.33703154,0.06,5.384,0.014,285.7205318656657,0.00813963,47.90662574268841,0.008660316,0.5241122005375486,0.009062501,13.116193,11.852079,12.558371,31,1.4594432,,69.63468977402218,10.927,0.024,10.365,0.027,10.236,0.021,1875.34131,0.049999997,12.558371,2.5897413830258187,4667,100,33.11527749294828,1.8401176994160269,49.05,0.67,48.64771541120778,0.449162603721234
10656842,4732.003,100,0.21809845,0.06,10.483,0.017,288.1320227758367,0.008963453,47.99557265637215,0.008761612,0.7852830306500455,0.009618413,13.0974045,11.831347,12.536156,31,1.4581786,,69.18680623479078,10.902,0.024,10.354,0.031,10.259,0.021,1257.22632,0.04,12.536156,2.996587274514313,4685,100,14.542463969629804,0.6724651351689221,123.63,0.56,122.48724556660856,0.419723190589693
10657633,4791.4795,100,-0.45158154,0.06,5.073,0.015,288.4805682862448,0.00846127,47.96544213972222,0.008898789,0.6752776491708421,0.009484508,12.327775,11.129055,11.807363,31,1.473266,,69.07675863566982,10.248,0.026,9.697,0.027,9.592,0.021,1407.92664,0.049999997,11.807363,2.5642315696772378,4783,100,36.421142930960954,1.7973634812585717,45.4,0.47,44.8323720920032,0.309068919505872
10658326,4970.221,100,-0.40853155,0.06,8.12,0.015,288.7965871048199,0.008742022,47.96669556967358,0.008943893,0.6870017061707133,0.009995852,12.643187,11.516663,12.161918,31,1.4870111,,69.00273185957253,10.672,0.023,10.175,0.026,10.083,0.02,1433.1394,0.049999997,12.161918,2.8672913238344084,4936,100,25.98999861094201,1.2959576455846626,89.57,0.75,87.51884791882304,0.561056822442725
10658641,4687.243,100,-0.31249154,0.06,8.446,0.016,288.93500782634925,0.012596742,47.91156303834177,0.012789465,0.6124981524770402,0.013429246,13.509377,12.284303,12.972628,31,1.4684734,,68.91803677268172,11.362,0.025,10.831,0.019,10.742,0.011,1588.94885,0.06,12.972628,2.8470796680882673,4763,100,15.84439201064229,1.03426518350056,88.04,0.7,87.27377707172082,0.541159101614185
10658726,4942.9023,100,-0.16647154,0.06,8.824,0.017,288.96847300408933,0.008653143,47.93158676400064,0.008365951,0.6851944323600724,0.009178174,12.826506,11.656503,12.320565,31,1.4783386,,68.92866744287412,10.824,0.027,10.279,0.029,10.197,0.022,1435.44299,0.06,12.320565,2.9190265878996415,4897,100,23.194005519137644,1.1482132690224385,101.18,1.22,99.10300704400792,0.955783758942046
10659842,4879.6196,100,-0.26583156,0.06,6.993,0.013,289.44254327872795,0.009433292,47.94136786497034,0.009175367,1.7343347834675462,0.009975586,10.396522,9.250295,9.904806,31,1.4842786,,68.82246542146507,8.412,0.03,7.899,0.036,7.823,0.017,570.361816,0.04,9.904806,2.7862530486235855,4893,100,31.88193596508824,1.299065108583287,75.01,0.59,73.8646475965641,0.480406976355281
10662595,5043.7373,100,-0.37486154,0.06,12.872,0.015,290.631969886673,0.007974794,47.98324707455414,0.008882524,1.1181692099178715,0.008905366,12.072038,10.994555,11.616009,31,1.4983083,,68.56256008050602,10.222,0.023,9.759,0.029,9.681,0.023,864.663086,0.07,11.616009,3.120750951376708,5147,100,15.497698541950202,0.6040122208196381,159.38,0.84,159.06622142786298,0.768598950068468
