KIC,Teff_spec,e_Teff_spec,[M/H],e_[M/H],Dnu,e_Dnu,ra,ra_error,dec,dec_error,parallax,parallax_error,phot_bp_mean_mag,phot_rp_mean_mag,phot_g_mean_mag,astrometric_params_solved,nu_eff_used_in_astrometry,pseudocolour,ecl_lat,j_m,j_msigcom,h_m,h_msigcom,k_m,k_msigcom,rpgeo,ebv,phot_g_mean_mag_corr,logg,Teff,e_Teff,luminosity,e_luminosity,numax_yu,e_numax_yu,numax,e_numax
5522686,4590.123,100,-0.000777,0.06,6.194,0.012,288.3081963382527,0.011346663,40.762906223979165,0.013698325,0.6977679232400656,0.013846583,12.928808,11.57977,12.329155,31,1.4439578,,62.26192877515752,10.592,0.046,9.777,-999999490.0,9.686,-999999490.0,1412.96802,0.07,12.329155,2.6826842394183337,4461,100,27.800767628491123,1.9761423491116368,60.93,0.71,60.06722753317174,0.527115003568701
5524229,4957.712,100,-0.36817154,0.06,12.779,0.02,288.872013219518,0.00942267,40.76711798640749,0.010548245,1.3664064564106757,0.011305864,11.87248,10.741954,11.389397,31,1.4874471,,62.14985051260868,9.926,0.021,9.439,0.022,9.361,0.017,712.61438,0.07,11.389397,3.097765947136981,5020,100,13.305379495886196,0.5128898826772614,152.47,0.8,151.6222351870444,0.712928801303052
5524720,4379.403,100,0.15690845,0.06,2.579,0.013,289.0370274087657,0.008503441,40.73990737364392,0.009287131,0.5982801693068214,0.009879501,12.244766,10.7419405,11.545438,31,1.4150498,,62.08916124485097,9.639,0.022,9.003,0.021,8.855,0.018,1595.56885,0.11,11.545438,2.196426129057943,4398,100,73.5441284661252,3.8558658217195543,20.36,0.84,20.17367841789058,0.333333452019384
5525400,4777.8696,100,-0.20972155,0.06,4.69,0.011,289.2623796634351,0.008203159,40.71860905548256,0.008870926,0.4517672206315126,0.0096773645,13.066671,11.804807,12.509158,31,1.4595475,,62.02115439160359,10.895,0.02,10.343,0.016,10.219,0.019,2173.06934,0.089999996,12.509158,2.5593843484828556,4772,100,48.141554625141126,3.02854818714463,44.96,0.67,44.016944060283585,0.436938028086997
5525484,4790.4937,100,0.11320845,0.06,9.866,0.015,289.2950519028007,0.010569554,40.71675381445796,0.01107048,0.5915801337135778,0.012068461,13.533286,12.262997,12.969874,31,1.4576585,,62.012442089296094,11.358,0.026,10.832,0.02,10.731,0.026,1629.53625,0.089999996,12.969874,2.9751312624498385,4804,100,17.42643322116662,1.084101699285876,116.95,0.69,116.227502383583,0.579258337193253
5530664,4666.6465,100,-0.17599155,0.06,5.369,0.015,290.8428957436764,0.008647202,40.79339668980968,0.010322156,0.4877662316578114,0.010363278,13.433675,12.147499,12.862079,31,1.4548248,,61.74624884420458,11.205,0.021,10.632,0.016,10.539,0.018,2007.3783,0.08,12.862079,2.5974500669343614,4698,100,29.153775627254113,1.8262082461996696,49.66,0.41,48.58204441484796,0.372559617466363
5530982,4726.6987,100,-0.31741154,0.06,4.843,0.014,290.9538279410386,0.007678837,40.74720765603348,0.0085435975,0.5239923253305976,0.009097438,13.026682,11.744172,12.458224,31,1.4560438,,61.67702475140288,10.811,0.025,10.231,0.023,10.12,0.035,1875.50635,0.089999996,12.458224,2.538999317469128,4716,100,38.41257489741021,2.15209680433923,43.13,0.52,42.418769403811446,0.366556612412667
5534335,4739.6787,100,-0.16822155,0.06,4.841,0.013,292.06868731835107,0.007822438,40.79761918209316,0.008271602,0.5234991995716378,0.009103284,12.965648,11.671076,12.389646,31,1.453467,,61.46633353925024,10.725,0.022,10.16,0.021,10.041,0.018,1898.14795,0.08,12.389646,2.567195370694745,4683,100,40.426810037687375,2.230987394331553,45.96,0.62,44.9578633702542,0.40594206375657
5534973,4694.3154,100,0.27055845,0.06,6.007,0.014,292.2628136622114,0.008152931,40.75991644855734,0.008134758,0.6187307814621296,0.009336275,12.7136135,11.400304,12.124219,31,1.4482434,,61.38441101278329,10.459,0.023,9.871,0.022,9.755,0.019,1584.33374,0.08,12.124219,2.720820901504807,4672,100,36.91769953581134,1.876071816613095,65.78,0.62,63.76616660084021,0.52920014691305
5542222,4634.43,100,0.15994845,0.06,4.802,0.017,294.3048460966429,0.0101823425,40.79621209878541,0.010577019,0.8142384563466326,0.011298396,12.108768,10.686208,11.457662,31,1.429456,,60.91486279267315,9.644,0.022,9.067,0.019,8.922,0.018,1185.67908,0.14,11.457662,2.5810898129639424,4595,100,43.62676302497418,2.083857050269078,47.99,0.62,47.25591249770609,0.478690701292848
5543289,4814.9424,100,-0.44423154,0.06,5.83,0.014,294.59140039565705,0.007819139,40.74029626060689,0.009076066,0.6177520257056565,0.01029131,13.049691,11.737098,12.465771,31,1.4512156,,60.78888450447352,10.785,0.021,10.205,0.029,10.088,0.024,1598.66748,0.12,12.465771,2.646779188619134,4726,100,29.061390904368523,1.5524669361031656,54.77,0.59,54.12126260369849,0.419521792283324
5544444,4739.7627,100,0.28883845,0.06,7.913,0.015,294.89574054359286,0.012357952,40.75157457466695,0.012521309,0.5101624818270619,0.0141423335,13.751397,12.352609,13.116829,31,1.4337467,,60.72091083511463,11.332,0.021,10.761,0.02,10.619,0.019,1852.36243,0.13,13.116829,2.863144130728268,4628,100,22.716568114410983,1.710833254305259,90.85,0.84,89.53857725322077,0.655028603133692
5544447,4638.52,100,-0.01014955,0.06,5.89,0.015,294.8968994484969,0.0086944075,40.76048642167099,0.008700856,0.5906867134053145,0.010181345,13.20436,11.807438,12.568897,31,1.4337729,,60.72898324256408,10.792,0.022,10.177,0.022,10.052,0.019,1663.87402,0.12844817,12.568897,2.662433979659507,4598,100,30.379031697870428,1.6804367551870616,57.85,0.58,57.506794486081894,0.494534975830071
5544606,4738.017,100,0.07947645,0.06,6.202,0.009,294.93668046244767,0.012563156,40.73844716269744,0.012041768,0.9538312742868325,0.013866818,11.870579,10.569143,11.289217,31,1.4513501,,60.69795321436732,9.644,0.022,9.07,0.02,8.954,0.017,1016.39771,0.13282546,11.289217,2.719186585466177,4804,100,34.609091250255325,1.6962724849364967,65.23,1.02,63.057924457426125,0.624710360011131
5545719,4845.133,100,0.10874845,0.06,9.279,0.019,295.2341193142128,0.00964362,40.7760616774033,0.010016448,0.5327296642465692,0.011416183,13.99502,12.594859,13.358327,31,1.4343082,,60.65568133255142,11.561,0.021,10.998,0.019,10.885,0.018,1780.74512,0.14999999,13.358327,2.9522086357296025,4662,100,16.78940869467374,1.0372621024124156,110.31,0.93,110.63386868652468,0.655701706449657
5546141,4665.7085,100,0.16229846,0.06,7.47,0.013,295.341161429576,0.010455823,40.74955398138044,0.011477681,1.7672973397981069,0.01254561,10.97009,9.672063,10.38965,31,1.4530544,,60.60272721068928,8.726,0.019,8.193,0.02,8.067,0.023,559.652405,0.08,10.38965,2.810206299950334,4710,100,22.30421578947411,0.8077987641209639,81.06,0.62,80.59738315198508,0.398163582371852
5546749,4715.601,100,0.21925846,0.06,3.984,0.019,295.4773900552313,0.010488626,40.751868400588016,0.012332409,0.6829881117497673,0.013358354,11.8407135,10.479078,11.225207,31,1.4401544,,60.569031872172026,9.502,0.023,8.926,0.019,8.791,0.014,1400.35132,0.1284948,11.225207,2.4829212054184793,4684,100,72.25161936134046,4.289422619992948,37.95,1.11,36.93173346189083,0.574104858074691
5552283,4826.154,100,0.25909844,0.06,10.307,0.014,296.71833244922306,0.008567382,40.705780412988425,0.009758662,0.663028646515621,0.010309349,13.321578,11.99411,12.725682,31,1.4461875,,60.192985100303886,11.014,0.022,10.503,0.03,10.371,0.024,1478.4552,0.18792327,12.725682,3.0140472503674975,4889,100,21.44501794589442,1.1032218687342148,127.44,0.8,127.19887010460486,0.567954534063791
5553307,4870.4893,100,0.06560145,0.06,18.439,0.017,296.9194579096166,0.008430657,40.70327012058895,0.009813754,3.4246832046874163,0.010506931,10.461165,9.285858,9.95154,31,1.4782664,,60.13564418483664,8.447,0.026,7.922,0.02,7.844,0.021,290.257446,0.04,9.95154,3.321268244308369,4871,100,7.980239068395315,0.2922516388795917,257.36,2.92,254.7331493355247,1.47619271503645
5556743,5104.8745,100,-0.27493155,0.06,9.989,0.02,297.6227526619904,0.0087398365,40.71935082799288,0.00937691,0.5481450075396468,0.010456438,13.6252365,12.2848625,13.026794,31,1.4466176,,59.95601834266395,11.261,0.021,10.72,0.022,10.622,0.02,1742.54004,0.17999999,13.026794,3.0218551147999153,4794,100,22.8815269915098,1.313567425576423,126.16,0.84,124.71294528374452,0.700315385513104
5564915,4830.779,100,-0.101341546,0.06,7.498,0.013,299.2678230620583,0.008170912,40.72018342449878,0.008701947,0.7580674921423395,0.01002563,12.830629,11.476069,12.222371,31,1.4432766,,59.488269458072025,10.497,0.02,9.899,0.022,9.821,0.02,1304.90405,0.16,12.222371,2.82907281076565,4753,100,25.642154148058133,1.2086972669861975,83.2,0.86,80.24496193742598,0.633538024108241
5564922,4853.5674,100,0.20918845,0.06,11.705,0.071,299.26884496259885,0.011520679,40.73657610893891,0.01191472,0.697625653612634,0.013835997,13.535214,12.152335,12.908703,31,1.4373423,,59.50311465863694,11.113,0.021,10.58,0.022,10.498,0.02,1405.36877,0.16,12.908703,3.104402514646608,4724,100,15.60824728913309,0.9352246916144606,156.47,0.86,148.61708605669205,0.601039057623485
5565067,4896.452,100,-0.34531155,0.06,10.803,0.013,299.29706118814704,0.0075510587,40.74551156639308,0.008086387,1.0040589772565938,0.009469171,12.666373,11.41183,12.114399,31,1.4627118,,59.503171272458935,10.48,0.021,9.951,0.022,9.833,0.018,982.483398,0.11693008,12.114399,2.9973506202450073,4835,100,14.895356848647031,0.6015600002586394,121.75,0.71,120.77687429853712,0.503796457058677
5565654,4839.964,100,0.084932454,0.06,7.884,0.016,299.41082107452473,0.010865072,40.769375190948345,0.0117498385,0.5603331359687058,0.013083024,13.533055,12.133679,12.897006,31,1.4342037,,59.49209997070172,11.108,0.021,10.516,0.022,10.389,0.017,1747.80762,0.16,12.897006,2.868307897790215,4665,100,25.691217725224607,1.734212553857395,90.98,1.76,88.33053752021368,0.790075141315779
5566146,4860.6553,100,-0.045530546,0.06,6.758,0.014,299.50121095445934,0.0111984145,40.70084268048902,0.011977217,0.4812589009473622,0.01394789,13.62174,12.221134,12.986136,31,1.4346914,,59.40248865759802,11.178,0.022,10.59,0.023,10.465,0.02,2022.44788,0.18235093,12.986136,2.790014808054943,4690,100,32.22034975309562,2.5570243521912577,75.81,0.9,73.24323570799875,0.599228578054771
5566669,4712.968,100,0.21055846,0.06,5.323,0.02,299.6011666973104,0.009658056,40.7498819041035,0.011390373,0.393698304846388,0.012161904,13.920731,12.421832,13.225463,31,1.4165704,,59.41853371120629,11.306,0.02,10.664,0.022,10.522,0.017,2363.70288,0.16,13.225463,2.6567880593278237,4478,100,37.28639617414436,3.0180093112632846,56.65,0.67,54.92865104744792,0.571963945639021
5597397,4638.32,100,-0.32595155,0.06,5.073,0.014,283.1504198641627,0.007998729,40.86916900752625,0.008720794,0.6788234042349823,0.009301941,12.807954,11.465005,12.205774,31,1.4448149,,63.284879226679294,10.485,0.026,9.876,0.027,9.79,0.019,1458.27991,0.11,12.205774,2.5580371902185663,4647,100,30.437333663581263,1.512924559723297,45.49,0.49,44.774967188513095,0.308374184914628
5597965,4794.5034,100,-0.15841155,0.06,5.545,0.015,283.4376566950357,0.009669031,40.86477820231508,0.010760183,1.0556359362803909,0.0115857385,11.534592,10.24139,10.960072,31,1.454456,,63.23642130667176,9.325,0.018,8.784,0.017,8.662,0.02,926.721863,0.099999994,10.960072,2.6534017581519502,4763,100,36.951466192259346,1.5339116633774983,55.73,0.7,54.86387865074957,0.451274710969224
5600739,4857.216,100,0.12590845,0.06,14.463,0.026,284.8489237782188,0.007819618,40.81619474133929,0.009751556,0.8846270310341731,0.009912493,13.388083,12.068135,12.796037,31,1.4479897,,62.9596290821487,11.136,0.021,10.563,0.022,10.467,0.017,1114.23987,0.14,12.796037,3.1928473311314733,4811,100,10.474369882227869,0.4531001574316535,191.74,0.64,187.9424571280176,0.55373443683303
5601827,4812.1494,100,-0.054281548,0.06,7.261,0.012,285.3691458771423,0.00676568,40.83672155115372,0.007679984,0.7733900105087095,0.008007645,12.547393,11.271141,11.981297,31,1.4566334,,62.8899450072736,10.349,0.021,9.82,0.02,9.68,0.018,1256.9939,0.11,11.981297,2.8061771113489704,4803,100,27.26369112429416,1.133358388048176,79.08,0.89,77.26414068352058,0.713650422411617
5602062,4779.0312,100,-0.10249155,0.06,9.788,0.013,285.4870267273859,0.007414826,40.8067309524739,0.008349729,0.8935801240637233,0.008775757,12.853664,11.569421,12.2842655,31,1.4558144,,62.84007551528742,10.623,0.022,10.091,0.022,9.958,0.017,1108.43481,0.13,12.2842655,2.9388265358379235,4817,100,16.613258301889772,0.6888849631248952,107.7,0.59,107.02612361742972,0.451916422843502
5602690,4625.201,100,-0.63111156,0.06,3.861,0.012,285.7727715743588,0.009750704,40.83118243468985,0.011058562,0.3785983566374114,0.011126859,13.3912,12.0978,12.817913,31,1.4549118,,62.81309791273491,11.168,0.02,10.569,0.021,10.46,0.017,2572.75781,0.08,12.817913,2.394356226739122,4670,100,51.46699224357492,4.136666695242035,31.25,0.32,30.742471403606043,0.254368246231211
5610212,4793.3213,100,-0.05425555,0.06,8.516,0.013,288.7583640327209,0.00896835,40.86620624924464,0.009310694,0.7806344674857612,0.01024368,12.786547,11.538556,12.236006,31,1.4623516,,62.26878020115663,10.645,0.018,10.101,0.021,10.012,0.018,1266.99976,0.07111061,12.236006,2.87834938329168,4784,100,19.992240307846377,0.9118310303047004,93.56,0.59,92.62758768036976,0.508165767538849
5611769,4706.598,100,-0.06018955,0.06,4.697,0.014,289.2707300075742,0.011553509,40.85790115257144,0.012362613,0.3938103627739647,0.013598272,13.562878,12.227302,12.9629,31,1.4455802,,62.15308686582026,11.251,0.02,10.666,0.016,10.538,0.019,2461.66504,0.07,12.9629,2.5608283401456293,4591,100,40.47572504228616,3.708471055055014,45.45,0.54,44.530270470076815,0.375343133654793
5613099,4736.871,100,0.34406844,0.06,13.863,0.02,289.6965611957328,0.009576123,40.86939193158902,0.011600154,0.8369118922168294,0.011694349,13.484042,12.15342,12.884448,31,1.4450843,,62.072757018356654,11.194,0.028,10.627,0.03,10.549,0.022,1177.23987,0.08,12.884448,3.155813663440097,4678,100,9.813685636523369,0.5007352530655771,178.29,0.93,177.27923396158323,0.799358651013476
5613241,4672.8994,100,0.01682945,0.06,6.648,0.011,289.7448863872768,0.008234404,40.80659397975536,0.00983073,0.6003133049199203,0.009933988,13.17961,11.85278,12.583484,31,1.4467705,,62.00212114482163,10.86,0.027,10.292,0.03,10.184,0.02,1635.59656,0.11,12.583484,2.740394341345808,4681,100,27.114690710390356,1.4981057005863647,68.97,0.71,67.84953534390388,0.557855469464464
5616851,4834.828,100,-0.13197155,0.06,6.211,0.012,290.8323121912426,0.007821546,40.88908300199784,0.0097187925,0.5481240147800919,0.009658789,12.756594,11.548665,12.228905,31,1.4694566,,61.83994375071154,10.694,0.021,10.163,0.016,10.055,0.018,1795.57446,0.07,12.228905,2.744314483763072,4856,100,39.88417824204814,2.2080785786321115,68.42,0.65,66.96646577653321,0.489806121541627
5617324,4981.36,100,-0.05912855,0.06,12.517,0.02,290.98057348683426,0.009238248,40.82381880779432,0.011195575,0.6173785175174938,0.01129949,13.397958,12.213592,12.883072,31,1.4741156,,61.7440169403847,11.354,0.022,10.86,0.021,10.755,0.019,1584.24634,0.099999994,12.883072,3.1337300504679253,4979,100,17.761879389987044,1.0107570666268586,165.24,0.7,164.44841212788208,0.659406703638592
5622780,4592.1377,100,0.19401845,0.06,5.617,0.015,292.6627211131921,0.0080245985,40.85510821302155,0.009213443,0.5865681405635625,0.009963587,13.160214,11.7403755,12.509478,31,1.4297427,,61.37863529910591,10.69,0.021,10.089,0.02,9.963,0.019,1676.67078,0.12,12.509478,2.6423978082489135,4551,100,32.26747354588896,1.746068619049959,55.52,0.48,54.91652166990771,0.356706125523478
5623097,4831.6436,100,0.28575847,0.06,17.305,0.018,292.75588163759284,0.00812997,40.80186355269445,0.0090128705,1.4948910927128336,0.009777158,12.155759,10.942336,11.62254,31,1.4673109,,61.30562215496529,10.052,0.02,9.585,0.02,9.453,0.019,654.446716,0.089999996,11.62254,3.291365648902201,4917,100,9.608279953073204,0.3451105199301398,241.2,1.62,242.42698554649905,1.25898553423125
5623444,4739.741,100,-0.00841145,0.06,11.429,0.014,292.86448197690413,0.009593671,40.83552043568455,0.010346539,0.7974583565524757,0.011333355,13.397857,12.091036,12.81398,31,1.4508954,,61.31109655560663,11.162,0.021,10.558,0.02,10.459,0.019,1235.69067,0.099999994,12.81398,3.027132402888078,4718,100,12.179863368003629,0.5912895891104224,132.53,0.63,131.96612992980192,0.50875596800066
5630175,4672.8286,100,-0.24617155,0.06,4.946,0.017,294.7843824985155,0.0089239655,40.806945614048864,0.009258756,0.5082462248887981,0.010554467,13.40316,12.017168,12.775416,31,1.4369352,,60.80178851574868,11.014,0.024,10.374,0.022,10.263,0.019,1929.07593,0.14413972,12.775416,2.5483305770125897,4629,100,34.296118668282524,2.1513502957312447,44.32,0.37,43.39383745391452,0.305292875758038
5637392,4829.476,100,-0.124621555,0.06,7.671,0.018,296.49762806018134,0.008966454,40.82856769130346,0.009297523,0.636821073298513,0.010499736,13.024789,11.743468,12.457494,31,1.4572947,,60.36763939643941,10.772,0.021,10.225,0.017,10.117,0.014,1549.10828,0.17,12.457494,2.8268687883125794,4878,100,29.202126010689216,1.5750900986109162,82.79,0.52,81.91609401028508,0.399471653287928
5639438,4880.4775,100,0.20206845,0.06,13.129,0.016,296.9313806148642,0.0075907134,40.85778140506358,0.00885736,0.91497375260706,0.009437483,12.764215,11.502719,12.205125,31,1.4591233,,60.2763726769462,10.57,0.024,10.106,0.027,9.948,0.017,1085.07251,0.168367,12.205125,3.166299773231472,4987,100,17.557998540529816,0.7569972768320099,179.94,1.34,179.81609950672757,0.911980047270816
5641322,4583.673,100,0.35066846,0.06,5.11,0.012,297.32166470514125,0.008360635,40.84800299066016,0.009442908,1.2457883803571073,0.010188942,11.283763,9.878277,10.641617,31,1.4329182,,60.15947558678431,8.849,0.032,8.293,0.046,8.152,0.018,788.613525,0.16,10.641617,2.613551056971302,4677,100,41.2162394787465,1.8295226520895904,52.0,0.75,51.08519882156843,0.491402994431904
5645576,4671.351,100,0.38180846,0.06,10.533,0.019,298.2212484660801,0.0091669485,40.80734668292483,0.0112338215,0.6800785649481916,0.01181671,13.852664,12.385982,13.175343,31,1.4211924,,59.86928698720765,11.347,0.02,10.733,0.023,10.574,0.018,1403.03748,0.17999999,13.175343,3.002514976735718,4623,100,13.679451085157462,0.7865091755349747,126.14,0.7,125.1335677239962,0.524636370182642
5645845,4688.65,100,-0.25442156,0.06,6.968,0.016,298.2833264714569,0.008290595,40.81387673880142,0.009844561,0.6230166908992404,0.010778314,13.337004,11.985577,12.729883,31,1.4435129,,59.85771940873063,10.992,0.022,10.393,0.023,10.277,0.02,1565.27246,0.2426878,12.729883,2.748120866898917,4904,100,27.85618460235179,1.7307247093780855,70.09,0.56,69.2634214557068,0.429880541762413
5647719,4936.3096,100,0.05804745,0.06,12.431,0.027,298.6587208061431,0.0092317285,40.853277250801845,0.009515577,0.6809046497857222,0.01081871,13.849874,12.384437,13.176952,31,1.4241287,,59.78706571769401,11.327,0.023,10.761,0.025,10.615,0.02,1404.77502,0.16,13.176952,3.1334099394630783,4590,100,12.926170369422966,0.667731643796003,165.87,1.08,165.18519565637166,0.747163796032913
5650420,4746.089,100,-0.34505156,0.06,3.782,0.014,299.1909310032669,0.009124903,40.8226311870182,0.009681994,0.4597576145776534,0.010831816,13.081475,11.629102,12.41633,31,1.4270072,,59.605211962998055,10.555,0.021,9.971,0.022,9.827,0.02,2137.14087,0.19,12.41633,2.432222950249821,4616,100,63.94300830285205,4.36249890164034,33.66,0.32,32.528776669681704,0.346342146960372
5653970,4899.6226,100,-0.036957547,0.06,9.434,0.019,299.8670756629272,0.008970534,40.805791658124015,0.009378547,1.094194650152617,0.010494512,12.148498,10.839649,11.5655,31,1.450755,,59.39201989338567,9.894,0.022,9.333,0.02,9.245,0.018,885.750122,0.14999999,11.5655,2.9650622228686134,4832,100,21.239681743702036,0.9015606776879324,112.99,0.86,111.96947468796274,0.61801668174892
